Имя,Главная категория,Побочная категория,Артикул,Ссылка на картинку,Характеристика,Описание,Ссылка на товар,Цена
Компьютер Acer Aspire TC-120 DT.SVKER.001,KNS_Компьютеры,Компьютеры Acer,ID: 472402,https://cdn.kns.ru/linkpics/acer-aspire-tc-120-dt-svker-001-0.jpg,Модель CPU AMD A10-7800 Тактовая частота CPU 3.5 ГГц Количество ядер процессора 4 ядра Объём 4096 Мб Объем диска HDD 1000 Гб Графический чипсет Radeon R5 235 Объем видеопамяти 2048 Мб Операционная система Microsoft Windows 8.1,,https://www.kns.ru/product/kompyuter-acer-aspire-tc-120-dt-svker-001/,43033
Компьютер Acer Veriton N4620G DT.VH6ER.003,KNS_Компьютеры,Компьютеры Acer,ID: 424608,https://cdn.kns.ru/linkpics/acer-veriton-n4620g--dt-vh6er-003--0.jpg,Модель CPU Intel Core i3 3227U Тактовая частота CPU 1.9 ГГц Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет Intel HD Graphics Объем видеопамяти использует системную Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-veriton-n4620g-dt-vh6er-003/,18460
Компьютер Acer Veriton ES2710G DT.VQEER.032,KNS_Компьютеры,Компьютеры Acer,ID: 565599,https://cdn.kns.ru/linkpics/acer-veriton-es2710g-dt-vqeer-032-0.jpg,Модель CPU Intel Core i3 7100 Тактовая частота CPU 3.9 ГГц Количество ядер процессора 2 ядра Объём 8192 Мб Объем диска SSD 256 Гб Графический чипсет Intel HD Graphics 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-es2710g-dt-vqeer-032/,43735
Компьютер Acer Veriton N2510G DT.VNRER.064,KNS_Компьютеры,Компьютеры Acer,ID: 587093,https://cdn.kns.ru/linkpics/acer-veriton-n2510g-dt-vnrer-064-0.jpg,Модель CPU Intel Celeron J3060 Тактовая частота CPU 1.6 ГГц Количество ядер процессора 2 ядра Объём 2048 Мб Объем диска SSD 32 Гб Графический чипсет Intel HD Graphics 400 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-n2510g-dt-vnrer-064/,21481
Компьютер Acer Veriton M2120G DT.VKSER.003,KNS_Компьютеры,Компьютеры Acer,ID: 472419,https://cdn.kns.ru/linkpics/acer-veriton-m2120g-dt-vkser-003-0.jpg,Модель CPU AMD А8 7600 Тактовая частота CPU 3.1 ГГц Количество ядер процессора 4 ядра Объём 4096 Мб Объем диска HDD 1000 Гб Графический чипсет NVidia GeForce 705 Объем видеопамяти 1024 Мб Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-veriton-m2120g-dt-vkser-003/,25240
Компьютер Acer Veriton X2610G DT.VDAER.131,KNS_Компьютеры,Компьютеры Acer,ID: 386262,https://cdn.kns.ru/linkpics/acer-veriton-x2610g--dt-vdaer-131--0.jpg,Модель CPU Intel Pentium Dual Core G870 Тактовая частота CPU 2.1 ГГц Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет Intel GMA Объем видеопамяти использует системную Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-veriton-x2610g-dt-vdaer-131/,27729
Компьютер Acer Veriton ES2710G DT.VQEER.033,KNS_Компьютеры,Компьютеры Acer,ID: 565600,https://cdn.kns.ru/linkpics/acer-veriton-es2710g-dt-vqeer-033-0.jpg,Модель CPU Intel Core i5 7400 Тактовая частота CPU 3.0 ГГц Количество ядер процессора 4 ядра Объём 8192 Мб Объем диска HDD 1000 Гб Графический чипсет Intel HD Graphics 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-es2710g-dt-vqeer-033/,44226
Компьютер Acer Veriton N2510G DT.VNRER.071,KNS_Компьютеры,Компьютеры Acer,ID: 590033,https://cdn.kns.ru/linkpics/acer-veriton-n2510g-dt-vnrer-071-0.jpg,Модель CPU Intel Celeron J3060 Тактовая частота CPU 1.6 ГГц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска SSD 32 Гб Графический чипсет Intel HD Graphics 400 Объем видеопамяти использует системную Операционная система Endless,,https://www.kns.ru/product/kompyuter-acer-veriton-n2510g-dt-vnrer-071/,12004
Компьютер Acer Aspire TC605 DT.SRQER.101,KNS_Компьютеры,Компьютеры Acer,ID: 460695,https://cdn.kns.ru/linkpics/acer-aspire-tc605--dt-srqer-101--0.jpg,Модель CPU Intel Core i7 4770 Тактовая частота CPU 3.4 ГГц Количество ядер процессора 4 ядра Объём 8192 Мб Объем диска HDD 2000 Гб Графический чипсет Nvidia GeForce GTX745 Объем видеопамяти 2048 Мб Операционная система Microsoft Windows 8,,https://www.kns.ru/product/kompyuter-acer-aspire-tc605-dt-srqer-101/,39313
Компьютер Acer Veriton ES2710G DT.VQEER.025,KNS_Компьютеры,Компьютеры Acer,ID: 565601,https://cdn.kns.ru/linkpics/acer-veriton-es2710g-dt-vqeer-025-0.jpg,Модель CPU Intel Core i5 7400 Тактовая частота CPU 3.0 ГГц Количество ядер процессора 4 ядра Объём 8192 Мб Объем диска HDD 1000 Гб Графический чипсет Intel HD Graphics 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Home,,https://www.kns.ru/product/kompyuter-acer-veriton-es2710g-dt-vqeer-025/,40856
Компьютер Acer Veriton N2510G DT.VNRER.070,KNS_Компьютеры,Компьютеры Acer,ID: 590439,https://cdn.kns.ru/linkpics/acer-veriton-n2510g-dt-vnrer-070-0.jpg,Модель CPU Intel Celeron J3060 Тактовая частота CPU 1.6 ГГц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска SSD 32 Гб Графический чипсет Intel HD Graphics 400 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-n2510g-dt-vnrer-070/,19375
Компьютер Acer Extensa M2610 DT.X0CER.021,KNS_Компьютеры,Компьютеры Acer,ID: 494943,https://cdn.kns.ru/linkpics/acer-extensa-m2610-dt-x0cer-021-0.jpg,Модель CPU Intel Core i3 4160 Тактовая частота CPU 3.6 ГГц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет Intel HD Graphics 4400 Объем видеопамяти использует системную Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-extensa-m2610-dt-x0cer-021/,25674
Компьютер Acer Veriton ES2710G DT.VQEER.015,KNS_Компьютеры,Компьютеры Acer,ID: 565673,https://cdn.kns.ru/linkpics/acer-veriton-es2710g-dt-vqeer-015-0.jpg,Модель CPU Intel Core i3 7100 Тактовая частота CPU 3.9 ГГц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска SSD 128 Гб Графический чипсет Intel HD Graphics 630 Объем видеопамяти использует системную Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-veriton-es2710g-dt-vqeer-015/,27518
Компьютер Acer Veriton M4640G DT.VN0ER.106,KNS_Компьютеры,Компьютеры Acer,ID: 529037,https://cdn.kns.ru/linkpics/acer-veriton-m4640g-dt-vn0er-106-0.jpg,Модель CPU Intel Core i7 6700 Тактовая частота CPU 3.4 ГГц Количество ядер процессора 4 ядра Объём 16384 Мб Объем диска HDD 500 Гб Объем диска SSD 128 Гб Графический чипсет Intel HD Graphics Объем видеопамяти использует системную Операционная система Windows 7 Pro + Windows 10 Pro,,https://www.kns.ru/product/kompyuter-acer-veriton-m4640g-dt-vn0er-106/,64873
Компьютер Acer Veriton ES2710G DT.VQEER.029,KNS_Компьютеры,Компьютеры Acer,ID: 565670,https://cdn.kns.ru/linkpics/acer-veriton-es2710g-dt-vqeer-029-0.jpg,Модель CPU Intel Core i3 7100 Тактовая частота CPU 3.9 ГГц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска SSD 128 Гб Графический чипсет Intel HD Graphics 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-es2710g-dt-vqeer-029/,34819
Компьютер Acer Veriton M2610G DT.VDKER.021,KNS_Компьютеры,Компьютеры Acer,ID: 377780,https://cdn.kns.ru/linkpics/acer-veriton-m2610g--dt-vdker-022--0.jpg,Модель CPU Intel Core i3 2120 Тактовая частота CPU 3.3 ГГц Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет Intel GMA Объем видеопамяти 12288 Мб Операционная система Microsoft Windows 7 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-m2610g-dt-vdker-021/,43945
Компьютер Acer Aspire TC-217 DT.B1UER.008,KNS_Компьютеры,Компьютеры Acer,ID: 532358,https://cdn.kns.ru/linkpics/acer-aspire-tc-217-dt-b1uer-008-0.jpg,Модель CPU AMD А6-7310 Тактовая частота CPU 2 ГГц Количество ядер процессора 4 ядра Объём 4096 Мб Объем диска HDD 1000 Гб Графический чипсет Radeon R5 Объем видеопамяти 2048 Мб Операционная система Microsoft Windows 10 Home,,https://www.kns.ru/product/kompyuter-acer-aspire-tc-217-dt-b1uer-008/,35871
Компьютер Acer Veriton ES2710G DT.VQEER.024,KNS_Компьютеры,Компьютеры Acer,ID: 565671,https://cdn.kns.ru/linkpics/acer-veriton-es2710g-dt-vqeer-024-0.jpg,Модель CPU Intel Core i3 7100 Тактовая частота CPU 3.9 ГГц Количество ядер процессора 2 ядра Объём 8192 Мб Объем диска HDD 1000 Гб Графический чипсет Intel HD Graphics 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Home,,https://www.kns.ru/product/kompyuter-acer-veriton-es2710g-dt-vqeer-024/,31801
Компьютер Acer Aspire M3970 DT.SJYER.004,KNS_Компьютеры,Компьютеры Acer,ID: 375886,https://cdn.kns.ru/linkpics/acer-aspire-m3985--dt-sjqer-014--0.jpg,Модель CPU Intel Core i5 2320 Тактовая частота CPU 3.0 ГГц Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет ATI Radeon HD 7670 Объем видеопамяти 2048 Мб Операционная система Microsoft Windows 7 Home Basic,,https://www.kns.ru/product/kompyuter-acer-aspire-m3970-dt-sjyer-004/,19468
Компьютер Acer Aspire TC-710 DT.B15ER.017,KNS_Компьютеры,Компьютеры Acer,ID: 522080,https://cdn.kns.ru/linkpics/acer-aspire-tc-710-dt-b15er-017-0.jpg,Модель CPU Intel Core i3 6100 Тактовая частота CPU 3.7 Ггц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска HDD 1000 Гб Графический чипсет nVidia GeForce GT705 Объем видеопамяти 2048 Мб Операционная система Microsoft Windows 10 Home,,https://www.kns.ru/product/kompyuter-acer-aspire-tc-710-dt-b15er-017/,38041
Компьютер Acer Veriton X2640G DT.VPUER.147,KNS_Компьютеры,Компьютеры Acer,ID: 565832,https://cdn.kns.ru/linkpics/acer-veriton-x2640g-dt-vpuer-147-0.jpg,Модель CPU Intel Pentium G4560 Тактовая частота CPU 3.5 ГГц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет Intel HD Graphics 610 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-x2640g-dt-vpuer-147/,32907
Компьютер Acer Veriton X2610G PS.VDAE3.023,KNS_Компьютеры,Компьютеры Acer,ID: 362443,https://cdn.kns.ru/linkpics/acer-veriton-x2610g--ps-vdae3-169--0.jpg,Модель CPU Intel Pentium G620 Тактовая частота CPU 2.6 ГГц Объём 2048 Мб Объем диска HDD 320 Гб Графический чипсет Intel GMA HD Объем видеопамяти использует системную Операционная система Microsoft Windows 7 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-x2610g-ps-vdae3-023/,16714
Компьютер Acer Veriton X4640G DT.VMWER.032,KNS_Компьютеры,Компьютеры Acer,ID: 533763,https://cdn.kns.ru/linkpics/acer-veriton-x4640g-dt-vmwer-032-0.jpg,Модель CPU Intel Core i7 6700 Тактовая частота CPU 3.4 ГГц Количество ядер процессора 4 ядра Объём 16384 Мб Объем диска HDD 1000 Гб Графический чипсет Intel HD Graphics 530 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Pro + Microsoft Windows 7 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-x4640g-dt-vmwer-032/,65886
Компьютер Acer Veriton M2640G DT.VPPER.144,KNS_Компьютеры,Компьютеры Acer,ID: 565828,https://cdn.kns.ru/linkpics/acer-veriton-m2640g-dt-vpper-144-0.jpg,Модель CPU Intel Core i5 7500 Тактовая частота CPU 3.4 ГГц Количество ядер процессора 4 ядра Объём 8192 Мб Объем диска HDD 1000 Гб Графический чипсет Intel HD Graphics 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-m2640g-dt-vpper-144/,46753
Компьютер Acer Aspire TC-115 DT.SVLER.007,KNS_Компьютеры,Компьютеры Acer,ID: 451768,https://cdn.kns.ru/linkpics/kompyuteri-acer-aspire-tc-115-0.jpg,Модель CPU AMD A6-6310 Тактовая частота CPU 1.8 ГГц Количество ядер процессора 4 ядра Объём 8192 Мб Объем диска HDD 1000 Гб Графический чипсет AMD Radeon R7 240 Объем видеопамяти 2048 Мб Операционная система Microsoft Windows 8.1,,https://www.kns.ru/product/kompyuter-acer-aspire-tc-115-dt-svler-007/,20847
Компьютер Acer Veriton N2120G DT.VKWER.001,KNS_Компьютеры,Компьютеры Acer,ID: 471969,https://cdn.kns.ru/linkpics/acer-veriton-n2120g-dt-vkwer-001-0.jpg,Модель CPU AMD Sempron 2650 Тактовая частота CPU 1.45 ГГц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет AMD Radeon HD Объем видеопамяти использует системную Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-veriton-n2120g-dt-vkwer-001/,20612
Компьютер Acer Veriton M2640G DT.VPPER.143,KNS_Компьютеры,Компьютеры Acer,ID: 565830,https://cdn.kns.ru/linkpics/acer-veriton-m2640g-dt-vpper-143-0.jpg,Модель CPU Intel Core i5 7500 Тактовая частота CPU 3.4 ГГц Количество ядер процессора 4 ядра Объём 8192 Мб Объем диска HDD 1000 Гб Графический чипсет Intel HD Graphics 630 Объем видеопамяти использует системную Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-veriton-m2640g-dt-vpper-143/,45700
Компьютер Acer Veriton ES2710G DT.VQEER.019,KNS_Компьютеры,Компьютеры Acer,ID: 565534,https://cdn.kns.ru/linkpics/acer-veriton-es2710g-dt-vqeer-019-0.jpg,Модель CPU Intel Core i5 7400 Тактовая частота CPU 3.0 ГГц Количество ядер процессора 4 ядра Объём 4096 Мб Объем диска SSD 256 Гб Графический чипсет Intel HD Graphics 630 Объем видеопамяти использует системную Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-veriton-es2710g-dt-vqeer-019/,33064
Компьютер Acer Veriton N2120G DT.VKWER.002,KNS_Компьютеры,Компьютеры Acer,ID: 471974,https://cdn.kns.ru/linkpics/acer-veriton-n2120g-dt-vkwer-002-0.jpg,Модель CPU AMD Sempron 3850 Тактовая частота CPU 1.3 ГГц Количество ядер процессора 4 ядра Объём 4096 Мб Объем диска HDD 1000 Гб Графический чипсет AMD Radeon HD Объем видеопамяти использует системную Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-veriton-n2120g-dt-vkwer-002/,23143
Компьютер Acer Veriton ES2710G DT.VQEER.032,KNS_Компьютеры,Компьютеры Acer,ID: 565599,https://cdn.kns.ru/linkpics/acer-veriton-es2710g-dt-vqeer-032-0.jpg,Модель CPU Intel Core i3 7100 Тактовая частота CPU 3.9 ГГц Количество ядер процессора 2 ядра Объём 8192 Мб Объем диска SSD 256 Гб Графический чипсет Intel HD Graphics 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-es2710g-dt-vqeer-032/,43735
Компьютер Acer Veriton ES2730G DT.VS2ER.009,KNS_Компьютеры,Компьютеры Acer,ID: 588571,https://cdn.kns.ru/linkpics/acer-veriton-es2730g-dt-vs2er-009-0.jpg,Модель CPU Intel Core i3 8100 Тактовая частота CPU 3.6 ГГц Количество ядер процессора 4 ядра Объём 4096 Мб Объем диска SSD 128 Гб Графический чипсет Intel UHD 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Home,,https://www.kns.ru/product/kompyuter-acer-veriton-es2730g-dt-vs2er-009/,23938
Компьютер Acer Veriton ES2710G DT.VQEER.033,KNS_Компьютеры,Компьютеры Acer,ID: 565600,https://cdn.kns.ru/linkpics/acer-veriton-es2710g-dt-vqeer-033-0.jpg,Модель CPU Intel Core i5 7400 Тактовая частота CPU 3.0 ГГц Количество ядер процессора 4 ядра Объём 8192 Мб Объем диска HDD 1000 Гб Графический чипсет Intel HD Graphics 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-es2710g-dt-vqeer-033/,44226
Компьютер Acer Aspire TC-120 DT.SVKER.001,KNS_Компьютеры,Компьютеры Acer,ID: 472402,https://cdn.kns.ru/linkpics/acer-aspire-tc-120-dt-svker-001-0.jpg,Модель CPU AMD A10-7800 Тактовая частота CPU 3.5 ГГц Количество ядер процессора 4 ядра Объём 4096 Мб Объем диска HDD 1000 Гб Графический чипсет Radeon R5 235 Объем видеопамяти 2048 Мб Операционная система Microsoft Windows 8.1,,https://www.kns.ru/product/kompyuter-acer-aspire-tc-120-dt-svker-001/,43033
Компьютер Acer Veriton ES2710G DT.VQEER.025,KNS_Компьютеры,Компьютеры Acer,ID: 565601,https://cdn.kns.ru/linkpics/acer-veriton-es2710g-dt-vqeer-025-0.jpg,Модель CPU Intel Core i5 7400 Тактовая частота CPU 3.0 ГГц Количество ядер процессора 4 ядра Объём 8192 Мб Объем диска HDD 1000 Гб Графический чипсет Intel HD Graphics 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Home,,https://www.kns.ru/product/kompyuter-acer-veriton-es2710g-dt-vqeer-025/,40856
Компьютер Acer Veriton ES2730G DT.VS2ER.006,KNS_Компьютеры,Компьютеры Acer,ID: 588572,https://cdn.kns.ru/linkpics/acer-veriton-es2730g-dt-vs2er-006-0.jpg,Модель CPU Intel Core i3 8100 Тактовая частота CPU 3.6 ГГц Количество ядер процессора 4 ядра Объём 4096 Мб Объем диска HDD 1000 Гб Графический чипсет Intel UHD 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Home,,https://www.kns.ru/product/kompyuter-acer-veriton-es2730g-dt-vs2er-006/,26887
Компьютер Acer Veriton M2640G DT.VPPER.145,KNS_Компьютеры,Компьютеры Acer,ID: 566547,https://cdn.kns.ru/linkpics/acer-veriton-m2640g-dt-vpper-145-0.jpg,Модель CPU Intel Core i3 7100 Тактовая частота CPU 3.9 ГГц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет Intel HD Graphics 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-m2640g-dt-vpper-145/,36574
Компьютер Acer Extensa M2610 DT.X0CER.021,KNS_Компьютеры,Компьютеры Acer,ID: 494943,https://cdn.kns.ru/linkpics/acer-extensa-m2610-dt-x0cer-021-0.jpg,Модель CPU Intel Core i3 4160 Тактовая частота CPU 3.6 ГГц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет Intel HD Graphics 4400 Объем видеопамяти использует системную Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-extensa-m2610-dt-x0cer-021/,25674
Компьютер Acer Veriton ES2730G DT.VS2ER.017,KNS_Компьютеры,Компьютеры Acer,ID: 588573,https://cdn.kns.ru/linkpics/acer-veriton-es2730g-dt-vs2er-017-0.jpg,Модель CPU Intel Core i3 8100 Тактовая частота CPU 3.6 ГГц Количество ядер процессора 4 ядра Объём 8192 Мб Объем диска SSD 128 Гб Графический чипсет Intel UHD 630 Объем видеопамяти использует системную Операционная система Endless,,https://www.kns.ru/product/kompyuter-acer-veriton-es2730g-dt-vs2er-017/,26044
Компьютер Acer Veriton M2640G DT.VPPER.141,KNS_Компьютеры,Компьютеры Acer,ID: 570773,https://cdn.kns.ru/linkpics/acer-veriton-m2640g-dt-vpper-141-0.jpg,Модель CPU Intel Pentium G4560 Тактовая частота CPU 3.5 ГГц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет Intel HD Graphics 610 Объем видеопамяти использует системную Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-veriton-m2640g-dt-vpper-141/,27448
Компьютер Acer Veriton N2120G DT.VL0ER.003,KNS_Компьютеры,Компьютеры Acer,ID: 472577,https://cdn.kns.ru/linkpics/acer-veriton-n2120g-dt-vl0er-003-0.jpg,Модель CPU AMD A4-5150 Тактовая частота CPU 2.7 ГГц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска HDD 1000 Гб Графический чипсет Radeon R5 235 Объем видеопамяти 2048 Мб Операционная система Microsoft Windows 8.1,,https://www.kns.ru/product/kompyuter-acer-veriton-n2120g-dt-vl0er-003/,32573
Компьютер Acer Veriton M2640G DT.VPPER.146,KNS_Компьютеры,Компьютеры Acer,ID: 570774,https://cdn.kns.ru/linkpics/acer-veriton-m2640g-dt-vpper-146-0.jpg,Модель CPU Intel Pentium G4560 Тактовая частота CPU 3.5 ГГц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет Intel HD Graphics 610 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-m2640g-dt-vpper-146/,32432
Компьютер Acer Veriton ES2730G DT.VS2ER.016,KNS_Компьютеры,Компьютеры Acer,ID: 588574,https://cdn.kns.ru/linkpics/acer-veriton-es2730g-dt-vs2er-016-0.jpg,Модель CPU Intel Core i3 8100 Тактовая частота CPU 3.6 ГГц Количество ядер процессора 4 ядра Объём 8192 Мб Объем диска HDD 1000 Гб Графический чипсет Intel UHD 630 Объем видеопамяти использует системную Операционная система Endless,,https://www.kns.ru/product/kompyuter-acer-veriton-es2730g-dt-vs2er-016/,21692
Компьютер Acer Veriton ES2710G DT.VQEER.065,KNS_Компьютеры,Компьютеры Acer,ID: 582018,https://cdn.kns.ru/linkpics/acer-veriton-es2710g-dt-vqeer-065-0.jpg,Модель CPU Intel Core i3 7100 Тактовая частота CPU 3.9 ГГц Количество ядер процессора 2 ядра Объём 8192 Мб Объем диска SSD 128 Гб Графический чипсет Intel HD Graphics 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-es2710g-dt-vqeer-065/,35942
Компьютер Acer Veriton X2640G DT.VMXER.033,KNS_Компьютеры,Компьютеры Acer,ID: 528809,https://cdn.kns.ru/linkpics/acer-veriton-x2640g-dt-vmxer-033-0.jpg,Модель CPU Intel Core i7 6700 Тактовая частота CPU 3.4 ГГц Количество ядер процессора 4 ядра Объём 8192 Мб Объем диска HDD 1000 Гб Графический чипсет Radeon R7 340 Объем видеопамяти 2048 Мб Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-veriton-x2640g-dt-vmxer-033/,56556
Компьютер Acer Veriton ES2710G DT.VQEER.061,KNS_Компьютеры,Компьютеры Acer,ID: 582019,https://cdn.kns.ru/linkpics/acer-veriton-es2710g-dt-vqeer-061-0.jpg,Модель CPU Intel Core i5 7400 Тактовая частота CPU 3.0 ГГц Количество ядер процессора 4 ядра Объём 8192 Мб Объем диска SSD 128 Гб Графический чипсет Intel HD Graphics 630 Объем видеопамяти использует системную Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-veriton-es2710g-dt-vqeer-061/,32854
Компьютер Acer Veriton ES2730G DT.VS2ER.021,KNS_Компьютеры,Компьютеры Acer,ID: 588560,https://cdn.kns.ru/linkpics/acer-veriton-es2730g-dt-vs2er-021-0.jpg,Модель CPU Intel Core i3 8100 Тактовая частота CPU 3.6 ГГц Количество ядер процессора 4 ядра Объём 8192 Мб Объем диска SSD 256 Гб Графический чипсет Intel UHD 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Home,,https://www.kns.ru/product/kompyuter-acer-veriton-es2730g-dt-vs2er-021/,34328
Компьютер Acer Veriton ES2710G DT.VQEER.064,KNS_Компьютеры,Компьютеры Acer,ID: 582020,https://cdn.kns.ru/linkpics/acer-veriton-es2710g-dt-vqeer-064-0.jpg,Модель CPU Intel Core i3 7100 Тактовая частота CPU 3.9 ГГц Количество ядер процессора 2 ядра Объём 8192 Мб Объем диска SSD 128 Гб Графический чипсет Intel HD Graphics 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Home,,https://www.kns.ru/product/kompyuter-acer-veriton-es2710g-dt-vqeer-064/,34047
Компьютер Acer Veriton X2640G DT.VN5ER.070,KNS_Компьютеры,Компьютеры Acer,ID: 536040,https://cdn.kns.ru/linkpics/acer-veriton-x2640g-dt-vn5er-070-0.jpg,Модель CPU Intel Pentium G4400 Тактовая частота CPU 3.3 ГГц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет Intel HD Graphics 510 Объем видеопамяти использует системную Операционная система Windows 7 Pro + Windows 10 Pro,,https://www.kns.ru/product/kompyuter-acer-veriton-x2640g-dt-vn5er-070/,33341
Компьютер Acer Veriton ES2710G DT.VQEER.060,KNS_Компьютеры,Компьютеры Acer,ID: 582022,https://cdn.kns.ru/linkpics/acer-veriton-es2710g-dt-vqeer-060-0.jpg,Модель CPU Intel Core i3 7100 Тактовая частота CPU 3.9 ГГц Количество ядер процессора 2 ядра Объём 8192 Мб Объем диска SSD 128 Гб Графический чипсет Intel HD Graphics 630 Объем видеопамяти использует системную Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-veriton-es2710g-dt-vqeer-060/,29905
Компьютер Acer Veriton ES2730G DT.VS2ER.035,KNS_Компьютеры,Компьютеры Acer,ID: 588561,https://cdn.kns.ru/linkpics/acer-veriton-es2730g-dt-vs2er-035-0.jpg,Модель CPU Intel Core i5 8400 Тактовая частота CPU 2.8 ГГц Количество ядер процессора 6 ядер Объём 8192 Мб Объем диска SSD 256 Гб Графический чипсет Intel UHD 630 Объем видеопамяти использует системную Операционная система Endless,,https://www.kns.ru/product/kompyuter-acer-veriton-es2730g-dt-vs2er-035/,36855
Компьютер Acer Veriton ES2710G DT.VQEER.063,KNS_Компьютеры,Компьютеры Acer,ID: 582830,https://cdn.kns.ru/linkpics/acer-veriton-es2710g-dt-vqeer-063-0.jpg,Модель CPU Intel Core i5 7400 Тактовая частота CPU 3.0 ГГц Количество ядер процессора 4 ядра Объём 8192 Мб Объем диска SSD 128 Гб Графический чипсет Intel HD Graphics 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-es2710g-dt-vqeer-063/,43173
Компьютер Acer Aspire TC-217 DT.B1UER.008,KNS_Компьютеры,Компьютеры Acer,ID: 532358,https://cdn.kns.ru/linkpics/acer-aspire-tc-217-dt-b1uer-008-0.jpg,Модель CPU AMD А6-7310 Тактовая частота CPU 2 ГГц Количество ядер процессора 4 ядра Объём 4096 Мб Объем диска HDD 1000 Гб Графический чипсет Radeon R5 Объем видеопамяти 2048 Мб Операционная система Microsoft Windows 10 Home,,https://www.kns.ru/product/kompyuter-acer-aspire-tc-217-dt-b1uer-008/,35871
